"trial_id","criterion_type","ad_domain","clinical_concept","operator","value_lower","value_upper","units","diagnostic_framework","severity_stage","source_sentence","temporal_scope","evidence_type","certainty"
"NCT04619420","inclusion","imaging","Tau PET","positive","NA","NA","NA","NA","NA","Participants must have positive tau PET results","NA","PET","must"
"NCT04619420","inclusion","demographics","Age","able/willing","NA","NA","NA","NA","NA","Able to read and write and with a minimum 5 years of formal education as reported by participant and study partner at screening","at screening","NA","must"
"NCT04619420","inclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Able to read and write and with a minimum 5 years of formal education as reported by participant and study partner at screening","at screening","NA","must"
"NCT04619420","inclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Able to read and write and with a minimum 5 years of formal education as reported by participant and study partner at screening","at screening","NA","must"
"NCT04619420","inclusion","study_operations","Study partner","NA","NA","NA","NA","NA","NA","Able to read and write and with a minimum 5 years of formal education as reported by participant and study partner at screening","at screening","NA","must"
"NCT04619420","inclusion","study_operations","Study partner","NA","NA","NA","NA","NA","NA","Have a designated study partner who has adequate literacy to participate and be judged to have high likelihood of completing the study with the participant","NA","NA","must"
"NCT04619420","inclusion","demographics","Sex/pregnancy","agree not to","NA","NA","NA","NA","NA","Male participants must agree not to donate sperm for the purpose of reproduction during the study and up to 16 weeks after receiving the last dose of study intervention","NA","NA","must"
"NCT04619420","inclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Male participants must agree not to donate sperm for the purpose of reproduction during the study and up to 16 weeks after receiving the last dose of study intervention","NA","lab_test","must"
"NCT04619420","exclusion","comorbidities","Stroke/TIA history",">=","2","NA","score","NA","NA","Participants with CDR GS \>=2 at predose baseline Clinical Dementia Rating (CDR) administration","NA","clinical_exam","must not"
"NCT04619420","exclusion","other","MCI diagnosis","NA","NA","NA","NA","NA","NA","Participants who fulfill diagnostic criteria for Mild Cognitive Impairment (MCI) or dementia/mild or major neurocognitive disorder suspected to be due to any etiology other than AD (example, Parkinson's disease, cerebrovascular disease, normal pressure hydrocephalus, head injury, drug or alcohol abuse/dependence, anoxic brain injury, (Et cetera\[etc\])","NA","clinical_exam","must not"
"NCT04619420","exclusion","comorbidities","Stroke/TIA history","NA","NA","NA","NA","NA","NA","Participants who fulfill diagnostic criteria for Mild Cognitive Impairment (MCI) or dementia/mild or major neurocognitive disorder suspected to be due to any etiology other than AD (example, Parkinson's disease, cerebrovascular disease, normal pressure hydrocephalus, head injury, drug or alcohol abuse/dependence, anoxic brain injury, (Et cetera\[etc\])","NA","clinical_exam","must not"
"NCT04619420","exclusion","other","MCI diagnosis","NA","NA","NA","NA","NA","NA","Participants who fulfill diagnostic criteria for Mild Cognitive Impairment (MCI) or dementia/mild or major neurocognitive disorder suspected to be due to any etiology other than AD (example, Parkinson's disease, cerebrovascular disease, normal pressure hydrocephalus, head injury, drug or alcohol abuse/dependence, anoxic brain injury, (Et cetera\[etc\])","NA","clinical_exam","must not"
"NCT04619420","exclusion","lifestyle","Alcohol/substance use","NA","NA","NA","NA","NA","NA","Participants who fulfill diagnostic criteria for Mild Cognitive Impairment (MCI) or dementia/mild or major neurocognitive disorder suspected to be due to any etiology other than AD (example, Parkinson's disease, cerebrovascular disease, normal pressure hydrocephalus, head injury, drug or alcohol abuse/dependence, anoxic brain injury, (Et cetera\[etc\])","NA","questionnaire","must not"
"NCT04619420","exclusion","comorbidities","Geriatric Depression Scale","NA","NA","NA","NA","NA","NA","Geriatric Depression Scale (GDS) 30 score greater than (\>) 12","NA","questionnaire","must not"
"NCT04619420","exclusion","other","NA",">","4","NA","NA","NA","NA","Hachinski Ischemic Scale (HIS) \>4","NA","NA","must not"
"NCT04619420","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Has received medications that affect the central nervous system (CNS), except treatments for AD, for less than 2 months; that is, doses of chronic medications that effect the CNS should be stable for at least 2 months before the start of screening. If a participant has recently stopped a chronic medication that effects the CNS, he or she must have discontinued treatment at least 2 months before the start of screening. Chronic use of benzodiazepines is not permitted","stable for at least 2 months","lab_test","should"
"NCT04676360","inclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Participants must have relapsed or refractory plasmablastic lymphoma or ALK+ large Bcell lymphoma by WHO criteria.","NA","lab_test","must"
"NCT04676360","inclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Participants must have measurable disease, defined as at least one lesion that can be accurately measured in at least one dimension (longest diameter \[LDi\] to be recorded for non-nodal lesions and short axis for nodal lesions) as ≥15 mm in LDi for nodal disease or ≥10 mm in LDi for extranodal lesions.","NA","lab_test","must"
"NCT04676360","inclusion","safety_labs","Safety labs/organ function",">=","15","NA","mm","NA","NA","Participants must have measurable disease, defined as at least one lesion that can be accurately measured in at least one dimension (longest diameter \[LDi\] to be recorded for non-nodal lesions and short axis for nodal lesions) as ≥15 mm in LDi for nodal disease or ≥10 mm in LDi for extranodal lesions.","NA","lab_test","must"
"NCT04676360","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants must have received prior systemic lymphoma therapy.","NA","NA","must"
"NCT04676360","inclusion","demographics","Age","between","18","18","years","NA","NA","Age ≥18 years. Because no dosing or adverse event data are currently available on the use of belantamab mafodotin in participants \<18 years of age, children are excluded from this study.","NA","NA","must"
"NCT04676360","inclusion","other","NA","between","60","2","NA","NA","NA","ECOG performance status ≤2 (Karnofsky ≥60%, see Appendix A).","NA","NA","must"
"NCT04676360","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants must have adequate marrow function as defined below (unless abnormalities are considered related to marrow and/or splenic involvement by lymphoma):","NA","NA","must"
"NCT04676360","inclusion","other","NA",">=","1","NA","NA","NA","NA","absolute neutrophil count ≥1,000/mcL","NA","NA","must"
"NCT04676360","inclusion","safety_labs","Safety labs/organ function",">=","50","NA","NA","NA","NA","platelets ≥50,000/mcL","NA","lab_test","must"
"NCT04676360","inclusion","other","NA",">=","8.0","NA","NA","NA","NA","hemoglobin ≥ 8.0 g/dL","NA","NA","must"
"NCT04676360","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants must have adequate organ function as defined below:","NA","NA","must"
"NCT04676360","inclusion","safety_labs","Safety labs/organ function","between","1.5","1.5","xULN","NA","NA","total bilirubin ≤ 1.5 X institutional upper limit of normal (ULN); (Isolated bilirubin ≥1.5xULN is acceptable if bilirubin is fractionated and direct bilirubin \<35%)","NA","lab_test","must"
"NCT04676360","inclusion","safety_labs","Safety labs/organ function","<","NA","35","NA","NA","NA","total bilirubin ≤ 1.5 X institutional upper limit of normal (ULN); (Isolated bilirubin ≥1.5xULN is acceptable if bilirubin is fractionated and direct bilirubin \<35%)","NA","lab_test","must"
"NCT04676360","inclusion","safety_labs","Safety labs/organ function","<=","NA","2.5","xULN","NA","NA","AST(SGOT)/ALT(SGPT) ≤2.5 × institutional ULN","NA","lab_test","must"
"NCT04676360","inclusion","safety_labs","Safety labs/organ function","<","NA","500","mg","NA","NA","Spot urine (albumin/creatinine) \<500 mg/g (56 mg/mmol) OR","NA","lab_test","must"
"NCT04676360","inclusion","safety_labs","Safety labs/organ function","between","1","500","mg","NA","NA","Urine Dipstick Negative/trace (if ≥1+ only eligible if confirmed ≤ 500 mg/g (56 mg/mmol) by albumin/creatinine ratio (spot urine from first void)","NA","lab_test","must"
"NCT04676360","inclusion","other","NA",">=","30","NA","NA","NA","NA","Glomerular filtration rate (eGFR)≥30 mL/min/1.73 m2 (MDRD Formula).","NA","NA","must"
"NCT04676360","inclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","Participants with known history or current symptoms of cardiac disease, or history of treatment with cardiotoxic agents, should have a clinical risk assessment of cardiac function using the New York Heart Association Functional Classification. To be eligible for this trial, participants should be class 2B or better.","NA","NA","should"
"NCT04676360","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Belantamab mafodotin is potentially teratogenic. A female participant is eligible to participate if she is not pregnant or breastfeeding. Women of child-bearing potential must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry, for the duration of study participation, and for at least 4 months after the last dose of study intervention. Women must also agree not to donate eggs (ova, oocytes) for the purpose of reproduction during this period. Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately. Nonchildbearing potential is defined as follows (by other than medical reasons):","NA","NA","must"
"NCT04676360","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Belantamab mafodotin is potentially teratogenic. A female participant is eligible to participate if she is not pregnant or breastfeeding. Women of child-bearing potential must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry, for the duration of study participation, and for at least 4 months after the last dose of study intervention. Women must also agree not to donate eggs (ova, oocytes) for the purpose of reproduction during this period. Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately. Nonchildbearing potential is defined as follows (by other than medical reasons):","NA","NA","must"
"NCT04676360","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Belantamab mafodotin is potentially teratogenic. A female participant is eligible to participate if she is not pregnant or breastfeeding. Women of child-bearing potential must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry, for the duration of study participation, and for at least 4 months after the last dose of study intervention. Women must also agree not to donate eggs (ova, oocytes) for the purpose of reproduction during this period. Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately. Nonchildbearing potential is defined as follows (by other than medical reasons):","NA","NA","must"
"NCT04676360","inclusion","demographics","Sex/pregnancy","agree not to","NA","NA","NA","NA","NA","Belantamab mafodotin is potentially teratogenic. A female participant is eligible to participate if she is not pregnant or breastfeeding. Women of child-bearing potential must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry, for the duration of study participation, and for at least 4 months after the last dose of study intervention. Women must also agree not to donate eggs (ova, oocytes) for the purpose of reproduction during this period. Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately. Nonchildbearing potential is defined as follows (by other than medical reasons):","NA","NA","must"
"NCT04676360","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Belantamab mafodotin is potentially teratogenic. A female participant is eligible to participate if she is not pregnant or breastfeeding. Women of child-bearing potential must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry, for the duration of study participation, and for at least 4 months after the last dose of study intervention. Women must also agree not to donate eggs (ova, oocytes) for the purpose of reproduction during this period. Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately. Nonchildbearing potential is defined as follows (by other than medical reasons):","NA","NA","must"
"NCT04676360","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Belantamab mafodotin is potentially teratogenic. A female participant is eligible to participate if she is not pregnant or breastfeeding. Women of child-bearing potential must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry, for the duration of study participation, and for at least 4 months after the last dose of study intervention. Women must also agree not to donate eggs (ova, oocytes) for the purpose of reproduction during this period. Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately. Nonchildbearing potential is defined as follows (by other than medical reasons):","NA","NA","must"
"NCT04676360","inclusion","demographics","Age",">=","45","NA","years","NA","NA","≥45 years of age and has not had menses for \>1 year","NA","NA","must"
"NCT04676360","inclusion","demographics","Age",">","1","NA","years","NA","NA","≥45 years of age and has not had menses for \>1 year","NA","NA","must"
"NCT04676360","inclusion","demographics","Age","<","NA","2","years","NA","NA","Patients who have been amenorrhoeic for \<2 years without history of a hysterectomy and oophorectomy must have a follicle stimulating hormone value in the postmenopausal range upon screening evaluation","NA","NA","must"
"NCT04676360","inclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Patients who have been amenorrhoeic for \<2 years without history of a hysterectomy and oophorectomy must have a follicle stimulating hormone value in the postmenopausal range upon screening evaluation","NA","NA","must"
"NCT04676360","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Post-hysterectomy, post-bilateral oophorectomy, or post-tubal ligation. Documented hysterectomy or oophorectomy must be confirmed with medical records of the actual procedure or confirmed by an ultrasound. Tubal ligation must be confirmed with medical records of the actual procedure.","NA","NA","must"
"NCT04676360","inclusion","demographics","Sex/pregnancy","negative","NA","NA","NA","NA","NA","Women of childbearing potential must have a negative highly sensitive serum pregnancy test, and agree to repeat highly sensitive serum pregnancy testing within 72 hours before the first dose of study intervention (if screening pregnancy test was not within 72 hours of dosing).","NA","NA","must"
"NCT04676360","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Women of childbearing potential must have a negative highly sensitive serum pregnancy test, and agree to repeat highly sensitive serum pregnancy testing within 72 hours before the first dose of study intervention (if screening pregnancy test was not within 72 hours of dosing).","NA","NA","must"
"NCT04676360","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and 6 months after completion of administration. Men must also agree not to donate sperm during this period. Men may agree to remain abstinent from heterosexual intercourse as their preferred and usual lifestyle (abstinent on a long term and persistent basis) OR agree to use a male condom, even if they have undergone a successful vasectomy and female partner to use an additional highly effective contraceptive method with a failure rate of \<1% per year when having sexual intercourse with a WOCBP (including pregnant females).","NA","NA","must"
"NCT04676360","inclusion","study_operations","Reproductive/blood donation","NA","NA","NA","NA","NA","NA","Men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and 6 months after completion of administration. Men must also agree not to donate sperm during this period. Men may agree to remain abstinent from heterosexual intercourse as their preferred and usual lifestyle (abstinent on a long term and persistent basis) OR agree to use a male condom, even if they have undergone a successful vasectomy and female partner to use an additional highly effective contraceptive method with a failure rate of \<1% per year when having sexual intercourse with a WOCBP (including pregnant females).","NA","NA","must"
"NCT04676360","inclusion","demographics","Sex/pregnancy","agree not to","NA","NA","NA","NA","NA","Men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and 6 months after completion of administration. Men must also agree not to donate sperm during this period. Men may agree to remain abstinent from heterosexual intercourse as their preferred and usual lifestyle (abstinent on a long term and persistent basis) OR agree to use a male condom, even if they have undergone a successful vasectomy and female partner to use an additional highly effective contraceptive method with a failure rate of \<1% per year when having sexual intercourse with a WOCBP (including pregnant females).","NA","NA","must"
"NCT04676360","inclusion","study_operations","Reproductive/blood donation","NA","NA","NA","NA","NA","NA","Men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and 6 months after completion of administration. Men must also agree not to donate sperm during this period. Men may agree to remain abstinent from heterosexual intercourse as their preferred and usual lifestyle (abstinent on a long term and persistent basis) OR agree to use a male condom, even if they have undergone a successful vasectomy and female partner to use an additional highly effective contraceptive method with a failure rate of \<1% per year when having sexual intercourse with a WOCBP (including pregnant females).","NA","NA","must"
"NCT04676360","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and 6 months after completion of administration. Men must also agree not to donate sperm during this period. Men may agree to remain abstinent from heterosexual intercourse as their preferred and usual lifestyle (abstinent on a long term and persistent basis) OR agree to use a male condom, even if they have undergone a successful vasectomy and female partner to use an additional highly effective contraceptive method with a failure rate of \<1% per year when having sexual intercourse with a WOCBP (including pregnant females).","NA","NA","must"
"NCT04676360","inclusion","demographics","Age","<","NA","1","years","NA","NA","Men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and 6 months after completion of administration. Men must also agree not to donate sperm during this period. Men may agree to remain abstinent from heterosexual intercourse as their preferred and usual lifestyle (abstinent on a long term and persistent basis) OR agree to use a male condom, even if they have undergone a successful vasectomy and female partner to use an additional highly effective contraceptive method with a failure rate of \<1% per year when having sexual intercourse with a WOCBP (including pregnant females).","NA","NA","must"
"NCT04676360","inclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","Participants with a prior or concurrent malignancy whose natural history or treatment does not have the potential to interfere with the safety or efficacy assessment of the investigational regimen are eligible for this trial at the discretion of the overall PI.","NA","clinical_exam","must"
"NCT04676360","inclusion","study_operations","Informed consent","consent to","NA","NA","NA","NA","NA","Ability to understand and the willingness to sign a written informed consent document.","NA","NA","must"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants must not have current corneal epithelial disease except mild changes in corneal epithelium.","NA","NA","must not"
"NCT04676360","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","Participant must not have current unstable liver or biliary disease defined by the presence of ascites, encephalopathy, coagulopathy, hypoalbuminemia, esophageal or gastric varices, persistent jaundice, or cirrhosis. Note: Stable non cirrhotic chronic liver disease (including Gilbert's syndrome or asymptomatic gallstones) or hepatobiliary involvement of malignancy is acceptable if otherwise meets entry criteria.","NA","lab_test","must not"
"NCT04676360","exclusion","comorbidities","Malignancy","NA","NA","NA","NA","NA","NA","Participants who have not recovered from adverse events due to prior anti-cancer therapy (i.e., have residual toxicities \> Grade 1) with the exception of alopecia. At the discretion of the overall PI, participants with residual toxicities \> Grade 1 may be considered eligible if in the opinion of the overall PI the residual toxicity is not likely to interfere with the safety or efficacy assessment of the investigational regimen.","NA","clinical_exam","may"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants who are receiving any other investigational agents.","NA","NA","must not"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants must not have central nervous system involvement by lymphoma, as belantamab mafodotin is not known to penetrate the CNS.","NA","NA","must not"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participant must not use contact lenses while participating in this study.","NA","NA","must not"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participant must not be simultaneously enrolled in any interventional clinical trial.","NA","NA","must not"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participant must not have used an investigational drug or approved systemic lymphoma therapy within 14 days or five half-lives, whichever is shorter, preceding the first dose of study drug. Steroids are permitted.","NA","NA","must not"
"NCT04676360","exclusion","comorbidities","Stroke/TIA history","NA","NA","NA","NA","NA","NA","Participant must not have had major surgery within 4 weeks of initiating study treatment.","NA","clinical_exam","must not"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participant must not have any evidence of active mucosal or internal bleeding.","NA","NA","must not"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants must not have known immediate or delayed hypersensitivity reaction or idiosyncratic reactions to belantamab mafodotin or drugs chemically related to belantamab mafodotin, or any of the components of the study treatment.","NA","NA","must not"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participants must not have an uncontrolled intercurrent illness.","NA","NA","must not"
"NCT04676360","exclusion","comorbidities","CNS infection history","NA","NA","NA","NA","NA","NA","Participant must not have an uncontrolled active infection.","NA","clinical_exam","must not"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participant must not have evidence of cardiovascular risk including any of the following:","NA","NA","must not"
"NCT04676360","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","Evidence of current clinically significant uncontrolled arrhythmias, including clinically significant ECG abnormalities such as 2nd degree (Mobitz Type II) or 3rd degree atrioventricular (AV) block.","NA","NA","must not"
"NCT04676360","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","History of myocardial infarction, acute coronary syndromes (including unstable angina), coronary angioplasty, or stenting/bypass grafting within three (3) months of Screening.","NA","lab_test","must not"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Class III or IV heart failure as defined by the New York Heart Association functional classification system \[NYHA, 1994\].","NA","NA","must not"
"NCT04676360","exclusion","safety_labs","Safety labs/organ function",">","160","NA","NA","NA","NA","Participant must not have uncontrolled hypertension defined as persistent systolic BP \>160 mmHg or diastolic BP \>100 mmHg.","NA","lab_test","must not"
"NCT04676360","exclusion","comorbidities","Psychiatric disorder history","NA","NA","NA","NA","NA","NA","Participant must not have psychiatric illness/social situations that would limit compliance with study requirements. Participants must not have any serious and/or pre-existing medical or other condition (including lab abnormalities) that could interfere with participant's safety in the opinion of the investigator.","NA","clinical_exam","must not"
"NCT04676360","exclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Women who are pregnant or lactating are excluded from this study because belantamab mafodotin can cause embryo-fetal harm when administered to a pregnant woman. Because there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother with belantamab mafodotin, breastfeeding should be discontinued if the mother is treated with belantamab mafodotin.","NA","NA","should"
"NCT04676360","exclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Women who are pregnant or lactating are excluded from this study because belantamab mafodotin can cause embryo-fetal harm when administered to a pregnant woman. Because there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother with belantamab mafodotin, breastfeeding should be discontinued if the mother is treated with belantamab mafodotin.","NA","NA","should"
"NCT04676360","exclusion","other","NA","positive","NA","NA","NA","NA","NA","Participant must not have presence of hepatitis B surface antigen (HBsAg), or hepatitis B core antibody (HBcAb) at screening or within 3 months prior to first dose of study treatment. Patients with presence of HBsAg, but demonstrate both HBSag and HBV PCR negativity will be eligible for the study. Participant must not have positive hepatitis C antibody test result or positive hepatitis C RNA test result at screening or within 3 months prior to first dose of study treatment. Note: Participants with positive Hepatitis C antibody due to prior resolved disease can be enrolled, only if a confirmatory negative Hepatitis C RNA test is obtained. Note: Hepatitis RNA testing is optional and participants with negative Hepatitis C antibody test are not required to also undergo Hepatitis C RNA testing.","at screening","NA","must not"
"NCT04676360","exclusion","comorbidities","HIV infection","NA","NA","NA","NA","NA","NA","Participant must not have uncontrolled HIV infection. HIV-infected patients on effective anti-retroviral therapy are eligible if they (1) have an undetectable viral load within the prior 6 months, or (2) have a detectable viral load with an absolute CD4 count of 200 cells per microliter or higher.","NA","lab_test","must not"
"NCT04676360","exclusion","comorbidities","HIV infection","NA","NA","NA","NA","NA","NA","Participant must not have uncontrolled HIV infection. HIV-infected patients on effective anti-retroviral therapy are eligible if they (1) have an undetectable viral load within the prior 6 months, or (2) have a detectable viral load with an absolute CD4 count of 200 cells per microliter or higher.","NA","lab_test","must not"
"NCT04676360","exclusion","comorbidities","HIV infection","NA","NA","NA","NA","NA","NA","Participant must not have uncontrolled HIV infection. HIV-infected patients on effective anti-retroviral therapy are eligible if they (1) have an undetectable viral load within the prior 6 months, or (2) have a detectable viral load with an absolute CD4 count of 200 cells per microliter or higher.","NA","lab_test","must not"
"NCT04676360","exclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Participant must not have invasive malignancies other than disease under study, unless the second malignancy has been medically stable for at least 2 years and, in the opinion of the principal investigators, will not affect the evaluation of the effects of clinical trial treatments on the currently targeted malignancy. Participants with adequately treated basal, squamous cell carcinoma or non-melanomatous skin cancer, carcinoma in situ of the cervix, superficial bladder cancer not treated with intravesical chemotherapy or BCG within 6 months, localized prostate cancer and PSA \<1.0 mg/dL on 2 consecutive measurements at least 3 months apart with the most recent one being within 4 weeks of study entry, may be enrolled without a 2-year restriction.","stable for at least 2 years","NA","must not"
"NCT04676360","exclusion","comorbidities","Malignancy","NA","NA","NA","NA","NA","NA","Participant must not have invasive malignancies other than disease under study, unless the second malignancy has been medically stable for at least 2 years and, in the opinion of the principal investigators, will not affect the evaluation of the effects of clinical trial treatments on the currently targeted malignancy. Participants with adequately treated basal, squamous cell carcinoma or non-melanomatous skin cancer, carcinoma in situ of the cervix, superficial bladder cancer not treated with intravesical chemotherapy or BCG within 6 months, localized prostate cancer and PSA \<1.0 mg/dL on 2 consecutive measurements at least 3 months apart with the most recent one being within 4 weeks of study entry, may be enrolled without a 2-year restriction.","stable for at least 2 years","clinical_exam","must not"
"NCT04676360","exclusion","comorbidities","Malignancy","NA","NA","NA","NA","NA","NA","Participant must not have invasive malignancies other than disease under study, unless the second malignancy has been medically stable for at least 2 years and, in the opinion of the principal investigators, will not affect the evaluation of the effects of clinical trial treatments on the currently targeted malignancy. Participants with adequately treated basal, squamous cell carcinoma or non-melanomatous skin cancer, carcinoma in situ of the cervix, superficial bladder cancer not treated with intravesical chemotherapy or BCG within 6 months, localized prostate cancer and PSA \<1.0 mg/dL on 2 consecutive measurements at least 3 months apart with the most recent one being within 4 weeks of study entry, may be enrolled without a 2-year restriction.","stable for at least 2 years","clinical_exam","must not"
"NCT04676360","exclusion","demographics","Age","<","NA","1.0","years","NA","NA","Participant must not have invasive malignancies other than disease under study, unless the second malignancy has been medically stable for at least 2 years and, in the opinion of the principal investigators, will not affect the evaluation of the effects of clinical trial treatments on the currently targeted malignancy. Participants with adequately treated basal, squamous cell carcinoma or non-melanomatous skin cancer, carcinoma in situ of the cervix, superficial bladder cancer not treated with intravesical chemotherapy or BCG within 6 months, localized prostate cancer and PSA \<1.0 mg/dL on 2 consecutive measurements at least 3 months apart with the most recent one being within 4 weeks of study entry, may be enrolled without a 2-year restriction.","stable for at least 2 years","NA","must not"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participant must not have had plasmapheresis within 7 days prior to first dose of study treatment","within 7 days prior","NA","must not"
"NCT04676360","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Participant must not have received prior treatment with a monoclonal antibody within 30 days of receiving the first dose of study drugs","NA","NA","must not"
"NCT04770220","inclusion","other","MCI diagnosis","history/presence of","NA","NA","NA","NIA-AA","MCI due to AD","Clinical diagnosis of MCI or Mild Dementia due to AD consistent with the National Institute on Aging-Alzheimer's Association (NIA-AA) Working Group Criteria.","NA","clinical_exam","must"
"NCT04770220","inclusion","other","AD dementia diagnosis","NA","NA","NA","NA","NIA-AA","MCI due to AD","Clinical diagnosis of MCI or Mild Dementia due to AD consistent with the National Institute on Aging-Alzheimer's Association (NIA-AA) Working Group Criteria.","NA","clinical_exam","must"
"NCT04770220","inclusion","genetics","APOE genotype","NA","NA","NA","NA","NA","NA","Homozygous for the ε4 allele of the apolipoprotein E gene (APOE4/4).","NA","genetic_test","must"
"NCT04770220","inclusion","cognition","MMSE","between","22","30","score","NA","NA","MMSE score at Screening of 22 to 30 (inclusive).","at screening","cognitive_test","must"
"NCT04770220","inclusion","global_impairment","CDR global score","in","0.5","1","score","NA","NA","CDR - Global score of 0.5 or 1 and CDR Memory Box Score of ≥ 0.5.","NA","clinical_exam","must"
"NCT04770220","inclusion","global_impairment","CDR Memory Box score",">=","0.5","NA","score","NA","NA","CDR - Global score of 0.5 or 1 and CDR Memory Box Score of ≥ 0.5.","NA","clinical_exam","must"
"NCT04770220","inclusion","cognition","RBANS","<=","NA","85","score","NA","NA","RBANS delayed memory index score ≤ 85.","NA","cognitive_test","must"
"NCT04770220","inclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Evidence of progressive memory loss over the last 12 months per investigator assessment","over the last 12 months","lab_test","must"
"NCT04770220","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Brain magnetic resonance imaging (MRI) indicative of significant abnormality per central reader, other than AD related atrophy. Computed tomography (CT) scan acceptable for subjects who cannot undergo MRI.","NA","MRI","must not"
"NCT04770220","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","Diagnosis of neurodegenerative disorder other than AD.","NA","NA","must not"
"NCT04770220","exclusion","demographics","Age","history/presence of","NA","NA","NA","NA","NA","Diagnosis of major depressive disorder (MDD) within one year prior to screening.","prior to screening","NA","must not"
"NCT04770220","exclusion","medications","Concomitant AD medications","NA","NA","NA","NA","NA","NA","Currently taking memantine or has taken memantine within 12 weeks prior to the Baseline Visit.","within 12 weeks prior","NA","must not"
"NCT04770220","exclusion","demographics","Age","history/presence of","NA","NA","NA","NA","NA","History of suicidal behavior within one year prior to screening or has ongoing suicidal ideation.","prior to screening","NA","must not"
